perc_ratio,percussive_loudness,beat_align,mean_ioi_sec,note_shortness,dissonance,spectral_centroid_mean,track_id
0.12926365,0.06707605719566345,3.4211058616638184,0.37172988620996394,0.752180075860024,0.4644354283809662,2321.3127982162473,01 The Trail
0.14647222,0.04888598248362541,2.463909149169922,0.3809888648196709,0.7460074234535528,0.3558889329433441,1556.0411227635657,02 Geralt of Rivia
0.13808209,0.044934019446372986,2.467149019241333,0.5314597082614141,0.6456935278257239,0.43797099590301514,1631.502073805485,"03 Eredin, King of the Hunt"
0.010235707,0.009924691170454025,1.4921603202819824,0.18331785624302632,0.8777880958379825,0.27133771777153015,1809.1407109325232,"04 Wake Up, Ciri"
0.18405525,0.059829432517290115,6.743052005767822,0.38333293551338665,0.7444447096577422,0.4400871992111206,1597.8302169032331,05 Aen Seidhe
0.18227336,0.05967435613274574,6.997986793518066,0.21499367957588983,0.8566708802827401,0.47179558873176575,1973.54464924397,06 Commanding the Fury
0.050168507,0.03298979252576828,2.364457130432129,0.42371398511373815,0.7175240099241746,0.3331261873245239,1397.7470984061076,07 Emhyr var Emreis
0.010781616,0.01217346265912056,2.735884189605713,1.0695337647254026,0.28697749018306495,0.18757542967796326,1509.8837899033751,08 Spikeroog
0.014882441,0.01587672345340252,1.2381020784378052,2.351125953411668,0.0,0.24688567221164703,1148.9853972040544,09 King Bran Final Voyage
0.1471169,0.06949059665203094,5.278115749359131,0.2614031048316763,0.8257312634455491,0.4364020824432373,2414.5234100834527,10 Silver for Monsters...
0.036564924,0.02170627750456333,5.122568607330322,0.338489541134806,0.7743403059101294,0.25496479868888855,2337.416229696283,11 Whispers of Oxenfurt
0.20072713,0.06276942044496536,9.833274841308594,0.2006764063906921,0.8662157290728719,0.41907820105552673,1538.0816316944395,12 The Nightingale
0.21047346,0.04395916685461998,7.7461700439453125,0.2406514282164268,0.8395657145223822,0.5207306742668152,2259.115268648092,13 City of Intrigues
0.037314538,0.03700176998972893,4.60030460357666,0.39571805615298417,0.7361879625646772,0.31096044182777405,1379.5753799050576,14 The Hunter Path
0.19860795,0.06780032068490982,6.80723762512207,0.2514050492495623,0.8323966338336252,0.5408729314804077,2311.5911476954325,15 Widow-maker
0.03719976,0.020372502505779266,4.415121555328369,0.4699689886338751,0.6866873409107499,0.2430618852376938,1427.919380253372,16 Kaer Morhen
0.15829924,0.05880212038755417,7.080044269561768,0.22530210608228532,0.8497985959451431,0.47124215960502625,1926.7892068161493,17 Eyes of the Wolf
0.03634693,0.031339049339294434,1.64639151096344,1.821810324129652,0.0,0.27850279211997986,1565.9085748346147,18 Witch Hunters
0.2214798,0.07554557174444199,4.706120014190674,0.24818933561448528,0.8345404429236765,0.4867878556251526,2523.449865133303,19 ...Steel for Humans
0.0060105445,0.007076115347445011,2.1691505908966064,3.1931182795698922,0.0,0.2356744408607483,1464.7433817854628,20 Fate Calls
0.01648686,0.0128908297047019,5.382795810699463,0.7138361603739021,0.5241092264173985,0.20375432074069977,1110.3217213578105,21 The Vagabond
0.093068674,0.03285929560661316,6.302427768707275,0.2071729372020917,0.8618847085319389,0.4152776896953583,2022.5446200032336,22 Cloak and Dagger
0.13816412,0.05095554515719414,7.528834342956543,0.26114844190951486,0.82590103872699,0.4570900797843933,1961.8809864448635,23 Forged in Fire
0.008311903,0.008335590362548828,2.2225706577301025,0.6891024336243683,0.5405983775837544,0.19975851476192474,1566.4429278982009,"24 Yes, I Do..."
0.14001176,0.06359058618545532,5.316059112548828,0.5545324653158755,0.6303116897894163,0.455697625875473,1716.8918973650002,"25 Welcome, Imlerith"
0.2892161,0.051649224013090134,10.67007064819336,0.17596237007814278,0.8826917532812382,0.6245890855789185,2037.380476052917,"26 Drink Up, There’s More!"
0.00867578,0.00829506479203701,2.281965970993042,1.949960191484001,0.0,0.21161845326423645,1494.5177664690839,27 After the Storm
0.12233259,0.05165671557188034,10.247696876525879,0.32882035777273877,0.7807864281515075,0.44028329849243164,2037.8472024787025,28 Blood on the Cobblestones
0.019694224,0.013556321151554585,1.6738401651382446,0.9331359796665918,0.37790934688893885,0.2514527142047882,1766.113583470363,"29 Farewell, Old Friend"
0.14678271,0.0809212327003479,5.518094062805176,0.25745302058365777,0.8283646529442281,0.5103520750999451,2063.0732549747436,30 The Song of the Sword–Dancer
0.18931212,0.08502425998449326,4.022672653198242,0.260731255465149,0.826179163023234,0.47131621837615967,2025.940381723944,31 The Hunt is Coming
0.0116225,0.009046463295817375,4.207470417022705,0.7102357556779326,0.5265094962147117,0.15556301176548004,1217.5620186268136,32 The Fields of Ard Skellig
0.06636199,0.03844128176569939,4.044844150543213,0.32589280298106504,0.7827381313459566,0.4023972749710083,1972.5053602740024,33 Ladies of the Woods
0.11866308,0.06246155872941017,7.033972263336182,0.3056133030990174,0.7962577979339884,0.41352391242980957,1782.1110808689898,34 Merchants of Novigrad
0.14173059,0.058273423463106155,6.637166500091553,0.1856970497093716,0.876201966860419,0.4621463418006897,2392.066823383671,35 Hunt or Be Hunted
